[1, 8, 17, 19, 6, 3, 13, 12, 24, 25, 11, 14, 22, 27, 9, 16, 20, 5, 4, 21, 15, 10, 26, 23, 2, 7, 18]
[1, 8, 17, 19, 6, 3, 13, 23, 26, 10, 15, 21, 4, 12, 24, 25, 11, 5, 20, 16, 9, 27, 22, 14, 2, 7, 18]
[1, 8, 17, 19, 6, 3, 22, 27, 9, 16, 20, 5, 4, 21, 15, 10, 26, 23, 13, 12, 24, 25, 11, 14, 2, 7, 18]
[3, 13, 12, 24, 25, 11, 14, 22, 27, 9, 16, 20, 5, 4, 21, 15, 1, 8, 17, 19, 6, 10, 26, 23, 2, 7, 18]
[3, 13, 23, 26, 10, 6, 19, 17, 8, 1, 15, 21, 4, 12, 24, 25, 11, 5, 20, 16, 9, 27, 22, 14, 2, 7, 18]
[3, 22, 27, 9, 16, 20, 5, 4, 21, 15, 1, 8, 17, 19, 6, 10, 26, 23, 13, 12, 24, 25, 11, 14, 2, 7, 18]
[5, 20, 16, 9, 27, 22, 3, 13, 23, 26, 10, 6, 19, 17, 8, 1, 15, 21, 4, 12, 24, 25, 11, 14, 2, 7, 18]
[5, 20, 16, 9, 27, 22, 14, 11, 25, 24, 1, 8, 17, 19, 6, 3, 13, 12, 4, 21, 15, 10, 26, 23, 2, 7, 18]
[6, 19, 17, 8, 1, 3, 13, 12, 24, 25, 11, 14, 22, 27, 9, 16, 20, 5, 4, 21, 15, 10, 26, 23, 2, 7, 18]
[6, 19, 17, 8, 1, 3, 13, 23, 26, 10, 15, 21, 4, 12, 24, 25, 11, 5, 20, 16, 9, 27, 22, 14, 2, 7, 18]
[6, 19, 17, 8, 1, 3, 22, 27, 9, 16, 20, 5, 4, 21, 15, 10, 26, 23, 13, 12, 24, 25, 11, 14, 2, 7, 18]
[8, 17, 19, 6, 10, 26, 23, 13, 3, 1, 15, 21, 4, 12, 24, 25, 11, 5, 20, 16, 9, 27, 22, 14, 2, 7, 18]
[10, 26, 23, 13, 3, 6, 19, 17, 8, 1, 15, 21, 4, 12, 24, 25, 11, 5, 20, 16, 9, 27, 22, 14, 2, 7, 18]
[12, 4, 21, 15, 10, 26, 23, 13, 3, 6, 19, 17, 8, 1, 24, 25, 11, 5, 20, 16, 9, 27, 22, 14, 2, 7, 18]
[12, 13, 3, 6, 19, 17, 8, 1, 24, 25, 11, 14, 22, 27, 9, 16, 20, 5, 4, 21, 15, 10, 26, 23, 2, 7, 18]
[12, 13, 23, 26, 10, 15, 21, 4, 5, 20, 16, 9, 27, 22, 3, 6, 19, 17, 8, 1, 24, 25, 11, 14, 2, 7, 18]
[14, 11, 25, 24, 12, 13, 3, 22, 27, 9, 16, 20, 5, 4, 21, 15, 1, 8, 17, 19, 6, 10, 26, 23, 2, 7, 18]
[14, 22, 27, 9, 16, 20, 5, 11, 25, 24, 1, 8, 17, 19, 6, 3, 13, 12, 4, 21, 15, 10, 26, 23, 2, 7, 18]
[15, 21, 4, 5, 20, 16, 9, 27, 22, 3, 1, 8, 17, 19, 6, 10, 26, 23, 13, 12, 24, 25, 11, 14, 2, 7, 18]
[15, 21, 4, 5, 20, 16, 9, 27, 22, 14, 11, 25, 24, 12, 13, 3, 1, 8, 17, 19, 6, 10, 26, 23, 2, 7, 18]
[16, 20, 5, 4, 21, 15, 1, 8, 17, 19, 6, 10, 26, 23, 2, 14, 11, 25, 24, 12, 13, 3, 22, 27, 9, 7, 18]
[16, 20, 5, 11, 25, 24, 1, 8, 17, 19, 6, 3, 13, 12, 4, 21, 15, 10, 26, 23, 2, 14, 22, 27, 9, 7, 18]
[18, 7, 2, 14, 11, 5, 20, 16, 9, 27, 22, 3, 13, 23, 26, 10, 6, 19, 17, 8, 1, 15, 21, 4, 12, 24, 25]
[18, 7, 2, 14, 11, 25, 24, 1, 8, 17, 19, 6, 3, 22, 27, 9, 16, 20, 5, 4, 12, 13, 23, 26, 10, 15, 21]
[18, 7, 2, 14, 11, 25, 24, 1, 8, 17, 19, 6, 3, 22, 27, 9, 16, 20, 5, 4, 21, 15, 10, 26, 23, 13, 12]
[18, 7, 2, 14, 11, 25, 24, 12, 4, 5, 20, 16, 9, 27, 22, 3, 13, 23, 26, 10, 6, 19, 17, 8, 1, 15, 21]
[18, 7, 2, 14, 11, 25, 24, 12, 4, 21, 15, 1, 8, 17, 19, 6, 10, 26, 23, 13, 3, 22, 27, 9, 16, 20, 5]
[18, 7, 2, 14, 11, 25, 24, 12, 13, 3, 22, 27, 9, 16, 20, 5, 4, 21, 15, 1, 8, 17, 19, 6, 10, 26, 23]
[18, 7, 2, 14, 11, 25, 24, 12, 13, 23, 26, 10, 6, 3, 22, 27, 9, 16, 20, 5, 4, 21, 15, 1, 8, 17, 19]
[18, 7, 2, 14, 11, 25, 24, 12, 13, 23, 26, 10, 6, 19, 17, 8, 1, 3, 22, 27, 9, 16, 20, 5, 4, 21, 15]
[18, 7, 2, 14, 11, 25, 24, 12, 13, 23, 26, 10, 6, 19, 17, 8, 1, 15, 21, 4, 5, 20, 16, 9, 27, 22, 3]
[18, 7, 2, 14, 11, 25, 24, 12, 13, 23, 26, 10, 15, 1, 8, 17, 19, 6, 3, 22, 27, 9, 16, 20, 5, 4, 21]
[18, 7, 2, 14, 11, 25, 24, 12, 13, 23, 26, 10, 15, 21, 4, 5, 20, 16, 9, 27, 22, 3, 1, 8, 17, 19, 6]
[18, 7, 2, 14, 11, 25, 24, 12, 13, 23, 26, 10, 15, 21, 4, 5, 20, 16, 9, 27, 22, 3, 6, 19, 17, 8, 1]
[18, 7, 2, 14, 22, 3, 13, 23, 26, 10, 6, 19, 17, 8, 1, 15, 21, 4, 12, 24, 25, 11, 5, 20, 16, 9, 27]
[18, 7, 2, 14, 22, 27, 9, 16, 20, 5, 11, 25, 24, 1, 8, 17, 19, 6, 3, 13, 12, 4, 21, 15, 10, 26, 23]
[18, 7, 2, 14, 22, 27, 9, 16, 20, 5, 11, 25, 24, 1, 8, 17, 19, 6, 3, 13, 23, 26, 10, 15, 21, 4, 12]
[18, 7, 2, 14, 22, 27, 9, 16, 20, 5, 11, 25, 24, 12, 4, 21, 15, 1, 3, 13, 23, 26, 10, 6, 19, 17, 8]
[18, 7, 2, 14, 22, 27, 9, 16, 20, 5, 11, 25, 24, 12, 4, 21, 15, 1, 8, 17, 19, 6, 3, 13, 23, 26, 10]
[18, 7, 2, 14, 22, 27, 9, 16, 20, 5, 11, 25, 24, 12, 4, 21, 15, 1, 8, 17, 19, 6, 10, 26, 23, 13, 3]
[18, 7, 2, 14, 22, 27, 9, 16, 20, 5, 11, 25, 24, 12, 4, 21, 15, 10, 6, 19, 17, 8, 1, 3, 13, 23, 26]
[18, 7, 2, 14, 22, 27, 9, 16, 20, 5, 11, 25, 24, 12, 4, 21, 15, 10, 26, 23, 13, 3, 1, 8, 17, 19, 6]
[18, 7, 2, 14, 22, 27, 9, 16, 20, 5, 11, 25, 24, 12, 4, 21, 15, 10, 26, 23, 13, 3, 6, 19, 17, 8, 1]
[18, 7, 2, 23, 26, 10, 6, 3, 13, 12, 24, 25, 11, 14, 22, 27, 9, 16, 20, 5, 4, 21, 15, 1, 8, 17, 19]
[18, 7, 2, 23, 26, 10, 6, 19, 17, 8, 1, 3, 13, 12, 24, 25, 11, 14, 22, 27, 9, 16, 20, 5, 4, 21, 15]
[18, 7, 2, 23, 26, 10, 6, 19, 17, 8, 1, 15, 21, 4, 5, 20, 16, 9, 27, 22, 3, 13, 12, 24, 25, 11, 14]
[18, 7, 2, 23, 26, 10, 6, 19, 17, 8, 1, 15, 21, 4, 5, 20, 16, 9, 27, 22, 14, 11, 25, 24, 12, 13, 3]
[18, 7, 2, 23, 26, 10, 15, 1, 8, 17, 19, 6, 3, 13, 12, 24, 25, 11, 14, 22, 27, 9, 16, 20, 5, 4, 21]
[18, 7, 2, 23, 26, 10, 15, 21, 4, 5, 20, 16, 9, 27, 22, 14, 11, 25, 24, 1, 8, 17, 19, 6, 3, 13, 12]
[18, 7, 2, 23, 26, 10, 15, 21, 4, 5, 20, 16, 9, 27, 22, 14, 11, 25, 24, 12, 13, 3, 1, 8, 17, 19, 6]
[18, 7, 2, 23, 26, 10, 15, 21, 4, 5, 20, 16, 9, 27, 22, 14, 11, 25, 24, 12, 13, 3, 6, 19, 17, 8, 1]
[18, 7, 2, 23, 26, 10, 15, 21, 4, 12, 13, 3, 6, 19, 17, 8, 1, 24, 25, 11, 5, 20, 16, 9, 27, 22, 14]
[18, 7, 2, 23, 26, 10, 15, 21, 4, 12, 13, 3, 6, 19, 17, 8, 1, 24, 25, 11, 14, 22, 27, 9, 16, 20, 5]
[18, 7, 9, 16, 20, 5, 4, 21, 15, 1, 8, 17, 19, 6, 10, 26, 23, 2, 14, 11, 25, 24, 12, 13, 3, 22, 27]
[18, 7, 9, 16, 20, 5, 11, 25, 24, 1, 8, 17, 19, 6, 3, 13, 12, 4, 21, 15, 10, 26, 23, 2, 14, 22, 27]
[18, 7, 9, 27, 22, 3, 13, 12, 24, 25, 11, 14, 2, 23, 26, 10, 6, 19, 17, 8, 1, 15, 21, 4, 5, 20, 16]
[18, 7, 9, 27, 22, 14, 2, 23, 26, 10, 15, 21, 4, 12, 13, 3, 6, 19, 17, 8, 1, 24, 25, 11, 5, 20, 16]
[19, 17, 8, 1, 15, 21, 4, 5, 20, 16, 9, 27, 22, 3, 6, 10, 26, 23, 13, 12, 24, 25, 11, 14, 2, 7, 18]
[19, 17, 8, 1, 15, 21, 4, 5, 20, 16, 9, 27, 22, 14, 11, 25, 24, 12, 13, 3, 6, 10, 26, 23, 2, 7, 18]
[21, 4, 5, 20, 16, 9, 27, 22, 3, 6, 19, 17, 8, 1, 15, 10, 26, 23, 13, 12, 24, 25, 11, 14, 2, 7, 18]
[21, 4, 5, 20, 16, 9, 27, 22, 14, 11, 25, 24, 12, 13, 3, 6, 19, 17, 8, 1, 15, 10, 26, 23, 2, 7, 18]
[21, 15, 1, 8, 17, 19, 6, 10, 26, 23, 13, 3, 22, 27, 9, 16, 20, 5, 4, 12, 24, 25, 11, 14, 2, 7, 18]
[21, 15, 10, 26, 23, 13, 12, 4, 5, 20, 16, 9, 27, 22, 3, 6, 19, 17, 8, 1, 24, 25, 11, 14, 2, 7, 18]
[23, 26, 10, 6, 19, 17, 8, 1, 15, 21, 4, 5, 20, 16, 9, 27, 22, 3, 13, 12, 24, 25, 11, 14, 2, 7, 18]
[23, 26, 10, 15, 21, 4, 12, 13, 3, 6, 19, 17, 8, 1, 24, 25, 11, 5, 20, 16, 9, 27, 22, 14, 2, 7, 18]
[25, 24, 12, 4, 21, 15, 1, 8, 17, 19, 6, 10, 26, 23, 13, 3, 22, 27, 9, 16, 20, 5, 11, 14, 2, 7, 18]
[26, 23, 13, 3, 1, 8, 17, 19, 6, 10, 15, 21, 4, 12, 24, 25, 11, 5, 20, 16, 9, 27, 22, 14, 2, 7, 18]
[27, 9, 16, 20, 5, 11, 25, 24, 12, 4, 21, 15, 1, 8, 17, 19, 6, 10, 26, 23, 13, 3, 22, 14, 2, 7, 18]
[27, 22, 3, 13, 12, 24, 25, 11, 14, 2, 23, 26, 10, 6, 19, 17, 8, 1, 15, 21, 4, 5, 20, 16, 9, 7, 18]
[27, 22, 14, 2, 23, 26, 10, 15, 21, 4, 12, 13, 3, 6, 19, 17, 8, 1, 24, 25, 11, 5, 20, 16, 9, 7, 18]
